basic_number,class_number,term,language
410263,41,rental of digital image files authenticated by non-fungible tokens [NFTs],en
410241,41,rental of electronic book readers,en
410259,41,rental of humanoid robots having communication and learning functions for entertaining people,en
410213,41,rental of indoor aquaria,en
410086,41,rental of lighting apparatus for theatrical sets or television studios,en
410019,41,rental of motion pictures,en
410250,41,rental of movie props,en
410025,41,rental of radio and television sets,en
410013,41,rental of show scenery,en
410065,41,rental of skin diving equipment,en
410018,41,rental of sound recordings,en
410066,41,"rental of sports equipment, except vehicles",en
410190,41,rental of sports grounds,en
410067,41,rental of stadium facilities,en
410032,41,rental of stage scenery,en
410087,41,rental of tennis courts,en
410228,41,rental of training simulators,en
410088,41,rental of video cameras / rental of camcorders,en
410068,41,rental of video cassette recorders,en
410069,41,rental of videotapes,en
410240,41,research in the field of education,en
410210,41,sado instruction [tea ceremony instruction],en
410251,41,scheduling of radio and television programmes,en
410205,41,screenplay writing,en
410089,41,"scriptwriting, other than for advertising purposes",en
410105,41,sign language interpretation,en
410262,41,simulated restaurant services provided in virtual environments for entertainment purposes,en
410255,41,simulated travel services provided in virtual environments for entertainment purposes,en
410204,41,songwriting,en
410222,41,sound engineering services for events,en
410071,41,sport camp services,en
410093,41,subtitling,en
410017,41,teaching / educational services / instruction services,en
410031,41,television entertainment,en
410029,41,theatre productions,en
410183,41,ticket agency services [entertainment],en
410073,41,timing of sports events,en
410197,41,toy rental,en
410207,41,training services provided via simulators,en
410238,41,transfer of business knowledge and know-how [training],en
410104,41,translation,en
410202,41,tutoring,en
410223,41,video editing services for events,en
410237,41,video imaging services by drone,en
410090,41,videotape editing,en
410106,41,videotaping,en
410102,41,vocational guidance [education or training advice],en
410195,41,vocational retraining,en
410184,41,writing of texts*,en
410033,41,zoological garden services,en
420312,42,acoustic measuring services,en
420008,42,analysis for oil-field exploitation,en
420292,42,archaeological excavation,en
420036,42,architectural consultancy,en
420011,42,architectural services,en
420277,42,artificial intelligence consultancy,en
420132,42,authenticating works of art,en
420017,42,bacteriological research,en
420190,42,biological research,en
420295,42,blockchain as a service [BaaS],en
420250,42,business card design,en
420136,42,calibration [measuring],en
420268,42,cartographic or thermographic measurement services by drone,en
420228,42,cartography services,en
420007,42,chemical analysis,en
420031,42,chemical research,en
420030,42,chemistry services,en
420224,42,clinical trials,en
420202,42,cloud seeding,en
420271,42,computer graphic design for video projection mapping,en
420090,42,computer programming,en
420302,42,computer programming of smart contracts on a blockchain,en
420285,42,computer programming services for data processing,en
420083,42,computer rental,en
420235,42,computer security consultancy,en
420204,42,computer software consultancy,en
420139,42,computer software design,en
420177,42,computer system analysis,en
420194,42,computer system design,en
420232,42,computer technology consultancy,en
420206,42,computer virus protection services,en
420061,42,conducting technical project studies,en
420038,42,construction drafting,en
420141,42,consultancy in the design and development of computer hardware,en
420207,42,consultancy in the field of energy-saving,en
420203,42,"conversion of computer programs and data, other than physical conversion",en
420198,42,conversion of data or documents from physical to electronic media,en
420045,42,cosmetic research,en
420240,42,creating and designing website-based indexes of information for others [information technology services],en
420199,42,creating and maintaining websites for others,en
420284,42,culturing of cells for scientific research purposes,en
420243,42,data encryption services,en
420242,42,data security consultancy,en
420309,42,design of chips [integrated circuits],en
420267,42,design of computer-simulated models,en
420264,42,design of costumes,en
420048,42,design of interior decor,en
420266,42,design of prototypes,en
420265,42,design of show scenery,en
420249,42,development of computer platforms,en
420282,42,development of video and computer games,en
420272,42,digital forensic investigations in the field of computer crimes,en
420210,42,digitization of documents [scanning],en
420304,42,digitization of photographs [scanning],en
420142,42,dress designing,en
420306,42,drug screening for forensic purposes,en
420197,42,duplication of computer programs,en
420226,42,electronic data storage,en
420246,42,electronic monitoring of credit card activity to detect fraud via the internet,en
420245,42,electronic monitoring of personally identifying information to detect identity theft via the internet,en
420311,42,electronic storage of cryptocurrency,en
420218,42,energy auditing,en
420310,42,energy performance testing of buildings,en
420064,42,engineering*,en
420252,42,"exploration services in the field of the oil, gas and mining industries",en
420307,42,forensic pathological examination services,en
420118,42,geological prospecting,en
420119,42,geological research,en
420062,42,geological surveys,en
420281,42,geological test drilling,en
420280,42,geotechnical investigations,en
420288,42,golf course design,en
420144,42,graphic arts design,en
420258,42,graphic design of promotional materials,en
420211,42,handwriting analysis [graphology],en
420200,42,hosting computer websites,en
420303,42,hosting software platforms for virtual reality-based work collaboration,en
420296,42,hosting virtual environments,en
420049,42,industrial design,en
420221,42,information technology [IT] support services [troubleshooting of software],en
420291,42,inspection services for new and used vehicles before sale,en
420201,42,installation of computer software,en
420237,42,interior design,en
420241,42,internet security consultancy,en
420313,42,laboratory services for biomanufacturing,en
420079,42,land surveying,en
420287,42,logo design services,en
420176,42,maintenance of computer software,en
420058,42,material testing,en
420101,42,mechanical research,en
420257,42,medical research,en
420076,42,meteorological information,en
420269,42,mining of cryptocurrency / cryptomining,en
420215,42,monitoring of computer system operation by remote access,en
420244,42,monitoring of computer systems for detecting unauthorized access or data breach,en
420239,42,monitoring of computer systems to detect breakdowns,en
420298,42,neuromorphic engineering,en
420225,42,off-site data backup,en
420095,42,oil prospecting,en
420063,42,oil-field surveys,en
420042,42,oil-well testing,en
420050,42,packaging design,en
420314,42,paternity testing,en
420308,42,pathological testing for forensic purposes,en
420248,42,platform as a service [PaaS],en
420275,42,providing geographic information,en
420227,42,providing information relating to computer technology and programming via a website,en
420276,42,"providing online geographic maps, not downloadable",en
420300,42,providing online non-downloadable computer software,en
420301,42,providing online non-downloadable computer software for minting non-fungible tokens [NFTs],en
420212,42,"providing scientific information, advice and consultancy relating to carbon offsetting",en
